x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.03314491127282167,0.07509431215114663,0.12664201506566602,0.18223912235361317,0.2440133801831323,0.31098930962421556,0.3854767035797073,0.45847795130453545,0.5330442217300181,0.6092738063221079
0.0,0.039697535462922914,0.0765846409135969,0.12277916265370663,0.16751422397777604,0.21750325125571585,0.26356088437431274,0.31370241683252836,0.3667286742260801,0.41557659372870304,0.467076269880565
0.0,0.023258121846019848,0.058009507986151,0.10269104956684882,0.15570333596729163,0.21685362298530303,0.28426123514746576,0.357707005843698,0.4341365008799644,0.51520495406879,0.5978834764178547
0.0,0.0250262996493496,0.05670438098476406,0.09393355562638159,0.13515533394059567,0.17726385991984173,0.2249832212052516,0.2753083264349327,0.3256025224470132,0.37739465200244465,0.4270774746540294
0.0,0.02893358707053228,0.06258670434660966,0.10088212251443408,0.14335116251010044,0.18771700501735866,0.23508098334098898,0.28385955022321036,0.33254231146787244,0.38306918143570307,0.42886048984920394
0.0,0.02833764653146445,0.06502897238578703,0.10852140623632485,0.1595950547716235,0.21743434726066946,0.28005450507581753,0.3487625053921136,0.4194646019116841,0.496892521432396,0.5774716063153913
0.0,0.03693603648480466,0.08179730994305386,0.13242290741857213,0.18519912668141247,0.2419139429447167,0.3050678416763444,0.3679880071743124,0.4337274540778108,0.49885126267485674,0.5638644218961164
0.0,0.02996699546058706,0.07177375017012595,0.11890253750718928,0.16569277526708925,0.22253906280244493,0.2831563391059701,0.34472358102695255,0.40785449159334836,0.4694569948515091,0.5344172949288548
0.0,0.02770627368383412,0.06836174175868596,0.11189508739224267,0.15865983107072174,0.21337516726225791,0.2732498589534784,0.3363059998277121,0.4005304583192889,0.46785057724512313,0.5365411362697021
0.0,0.03787329300058642,0.08531233565722134,0.13870352835954003,0.19875006022196712,0.2659168569061244,0.33903874033100867,0.4177881633121988,0.4983285764253126,0.5840686036092205,0.6713465678333199
0.0,0.026385573670368107,0.05458646133088595,0.08910001934973057,0.12499914103724112,0.1663339136150273,0.20620835983790797,0.244594177057905,0.2860085744566029,0.32613792364133276,0.3651752801540705
0.0,0.027662074717460725,0.05467644068974225,0.08909827112728828,0.12229510282521236,0.1554895950989075,0.19193781860376485,0.22769895232688708,0.26343255828978673,0.2988497168530534,0.3344175536060949
0.0,0.03609371192610554,0.07387443171730618,0.1170837506347496,0.16935789953339386,0.22169837121078384,0.27743002833673114,0.333400244614563,0.39694278098948294,0.46035498863180796,0.5228040978058379
0.0,0.030581146166926833,0.0700005055716337,0.1194448423318066,0.17123131246932388,0.2323479299434153,0.30142503109267116,0.3731358767166611,0.44808880013275937,0.5249334523839212,0.6050184557921483
0.0,0.02913839400343785,0.0677020319595299,0.10630188898082764,0.14926848784050012,0.2000882702871759,0.2506359878007086,0.3045924881777911,0.358507001989898,0.4127718571046908,0.4682539953508897
