x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.042106346618213816,0.08434471428966381,0.13622320811430985,0.19314532714942073,0.25149476928526593,0.3106771280618584,0.3692243310802779,0.4261399069799784,0.4817607771943865,0.5365681703535552
0.0,0.03956867797067699,0.07672880137706495,0.12078889569365754,0.16266269641315445,0.20476274036819858,0.2438049140516374,0.28204116465406465,0.3151391533783608,0.3463473651704577,0.37237239397169836
0.0,0.03232774380659411,0.06736636978531028,0.11320829948329443,0.16892972976258258,0.22896652745326984,0.28653275934751604,0.3515985191769451,0.4119809247723966,0.4780494453695242,0.5466324949031698
0.0,0.03646625840263988,0.06948321913272967,0.10899262993761108,0.150526865747668,0.19010625807796072,0.22805644610405645,0.2658500618839245,0.30100011986537184,0.3322179773312272,0.36259830119934383
0.0,0.0397099400415982,0.07425979633569452,0.11472090180568388,0.1570283016405084,0.1976797653399303,0.23581700258824073,0.2695245318602611,0.3022276944045585,0.33124043427131394,0.3577536114624239
0.0,0.033860472432828526,0.069748864541549,0.11471122958339972,0.16584229586975124,0.21885358223158274,0.2734606183198627,0.3307562601040058,0.38607363604428,0.4449360671868394,0.5026842150276006
0.0,0.04396763578888366,0.08715096370472109,0.13651485008375067,0.1864854099751463,0.23674963510231223,0.28566574769745645,0.33130199363709684,0.37460290323461326,0.41189450850452186,0.4479277414154116
0.0,0.041928401973480425,0.08484104325468847,0.1330120069323606,0.1791559053750022,0.2293322693067762,0.27621743094289025,0.3224972514694869,0.36680920711510234,0.4116320380278108,0.4494253067123184
0.0,0.03687379959710429,0.07516918798468099,0.12138073997484332,0.16758366685875664,0.2132094212639867,0.2616489005213211,0.31020069353441876,0.35775178278204495,0.40494669995993987,0.45099302440058603
0.0,0.04482339579038107,0.09196364008939929,0.14698250658617024,0.20342487340994314,0.2660108276648611,0.32706174163250956,0.39134632735348013,0.45485306383401397,0.518901612780523,0.5826931974862137
0.0,0.032296045964742476,0.060597857457589936,0.09452202209741604,0.12876423104292428,0.1629186879461072,0.1941488646599624,0.2240940747255131,0.2523968174446381,0.2776029027185268,0.3023624308088992
0.0,0.03438456967903662,0.06309300525313127,0.09620179673263803,0.12797590455738067,0.15802613580254388,0.18429288726115653,0.2086836603376073,0.23312062888894347,0.25263218352773403,0.26942863155022767
0.0,0.042355965254764955,0.08144440433843748,0.12393630667795082,0.17052807740213866,0.21775179561227895,0.2599290429995759,0.30285874189396933,0.3442410809527194,0.38337674605303906,0.4218647153120719
0.0,0.03769399876223116,0.0771371614767821,0.1281217948203668,0.1786087543296776,0.2347754113632573,0.29378214850790507,0.3512217534713873,0.4096549448496943,0.47100271740234706,0.5296270299323489
0.0,0.038119081640678135,0.07550005512607842,0.11577592601285393,0.15736650687924897,0.1982905375840448,0.23847542818792616,0.28021689732506205,0.3187057919292343,0.3580395923807802,0.3951484669398446
