x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0,0.0390621867184706,0.08238004142853915,0.13658203803273863,0.19750953840039615,0.26861869275383377,0.35244001534138847,0.446872123902592,0.5558883600618976,0.6800661193584315,0.819784711728226
0.0,0.03498830036834088,0.072896470444472,0.12050505503191335,0.17112139585692826,0.22794188885184358,0.29259689315960297,0.3649040632612466,0.44264896204205056,0.5277797626176866,0.6243692756420613
0.0,0.02699298000682628,0.06339507175003435,0.11181882729477889,0.17296690630444278,0.24143019268886481,0.32556861757364947,0.41509045770136827,0.5203879743916852,0.6353966253950629,0.7647715904634018
0.0,0.02976792004095118,0.060970603956405155,0.10232806389486053,0.14713085848845198,0.2018000790613996,0.2645118971137215,0.33706225302153253,0.4203439321666526,0.5178709244271215,0.6286326620494154
0.0,0.031725899835540146,0.06587613302988486,0.10796342150476367,0.1554763698779928,0.20686689380095982,0.26862176624429746,0.3402496225056331,0.41986757755049114,0.5107084744913581,0.6127878259688231
0.0,0.029576961607135337,0.06614849907310714,0.11161978226101728,0.1660817827766743,0.22912910526915944,0.30478390791368926,0.3927541201901164,0.4922776830950318,0.6086202833267288,0.7370514770580843
0.0,0.03678450510827273,0.08180477954082245,0.13527036588022096,0.19697641492288231,0.2695841376715716,0.3578946698410092,0.4571830602899067,0.5749414589789685,0.709889661898349,0.855576332890587
0.0,0.034867003908642176,0.07667173679371986,0.1233153783959294,0.18010658842446625,0.24288101223536346,0.31542421518379604,0.40013041201261873,0.496266720839122,0.6074846837402611,0.7316956769358687
0.0,0.032031608481258696,0.07201387123414697,0.11686456375390321,0.17117435540176035,0.2349622304324801,0.30665641912244934,0.3908633073736077,0.4881913499374941,0.6015858885000909,0.722560565412006
0.0,0.04430376204298815,0.09344901904593354,0.14894905723512833,0.21926133840358308,0.29548765648726383,0.3856213740743955,0.4892648055812574,0.6079878328110007,0.746225727326231,0.8967808612842585
0.0,0.02478185125637383,0.055105840720736335,0.09232113372428806,0.13426342139702296,0.18502864140142639,0.23833574334104857,0.2984798434095712,0.36129289331327513,0.4307238820711482,0.5054581627923871
0.0,0.02683095626575604,0.056343453964180015,0.09195747582064738,0.1319493197862701,0.17799942504363694,0.22713449551760698,0.2790296882014808,0.33596092237489134,0.3956519126595465,0.46249671259290076
0.0,0.03556908572338614,0.07496240499409212,0.12190498110472661,0.17230230778798616,0.23350253909577262,0.3060657772697695,0.3901472902920944,0.4884048529008615,0.597374790418739,0.7252607149812245
0.0,0.03254244760160054,0.07365905874236979,0.12365328818577785,0.18576804653676726,0.25384362744992817,0.33470848630890176,0.42638178930664267,0.5316341553944721,0.6441643638773118,0.7723067076886476
0.0,0.030153267325367283,0.0689724680248236,0.11015517458013153,0.15586654514658216,0.21148291487340665,0.2757410319623991,0.3453034401763853,0.4264603701196995,0.5165366948005726,0.6137294082221967
0.0,0.026471670656941518,0.05887832661429252,0.09645031195570339,0.14236770868794624,0.19362122995103798,0.25274327413286063,0.3180998702139657,0.39178586067762,0.4718606874947466,0.5634306858393308
0.0,0.041551303003179635,0.08903260859497691,0.14817844633771282,0.21655462226175642,0.2939269312318641,0.38142051536003596,0.4851892053100889,0.6004108682703382,0.7296164519895145,0.8732835203999854
